Title,Rating,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Senior Management is terrible""",2.0," Apr 20, 2017",Past,Server,"Sunset Valley, TX",No,No,Neutral,Full-time,More than a year,"Discounted food, good ppa therefore more tips",So focused on bottom line that staff is under developed. Management doesn't seem to care about restaurant.,"Get out of the office. Yes there is paperwork to be done, but you can't run a busy shift from the office."
"""Hit/miss depending on managers""",3.0," Apr 17, 2017",Past,Server,,Neutral,Neutral,Neutral,Part-time,More than a year,Flexible schedule<br>Met some great people,Work environment highly dependent on managers and coworkers,
"""Server""",4.0," Mar 29, 2017",Past,Server,"Pembroke Pines, FL",Yes,Neutral,Neutral,Part-time,More than 3 years,"The money is always flowing.<br>Everyone gets along, and hangs out after work. Family working environment.<br>They promote within very fast and often.","No life, server schedule.<br>No set hours and no guarantee check every two weeks. Working on tips.<br>It's hard to leave when.",
"""Bartender""",3.0," Apr 13, 2017",Current,Bartender,"Pasadena, CA",No,Yes,Neutral,Part-time,More than 3 years,It's ok. Management can be a pain at times but I guess it's the same everywhere,The customers can be quite rude sometimes. But same goes everywhere I suppose,
"""Server""",4.0," Mar 28, 2017",Current,Server,"Frederick, MD",Yes,Neutral,Neutral,Part-time,More than 5 years,"Very flexible schedule (uses hotschedules), great money for the work u put in, fastpaced if in a busy location, potential to meet cool people, very easy sidework, option to work doubles, employee discounts on food,","No teamwork, managers don't hold employees accountable for anything, will hire anyone even losers with no experience or ambition. Mandatory food running shifts. Managers come and go rather quickly, most don't care about anything other than numbers, if that. Playing favorites is a major issue, so even if u work really hard ur not always rewarded for it which is unfortunate. Not a lot of room for advancement even though they advertise that. Easy to cross train in other departments though if interested. There are NEVER any staff meetings to discuss problems or new food or anything really so problems never get resolved and issues remain indefinitely. There are major problems in the kitchen and I've heard that it's at almost every location. They need to train kitchen workers better and longer. Also need to schedule more workers in the kitchen especially on nights and weekends. Ticket times are unbelievable at times and it's quite often that the kitchen crashes.","Listen to ur staff. Just because u run the store doesn't mean that ur employees don't know how to handle issues and solve easy problems. Praise hard work and acknowledge employees who go above and beyond. Also, don't hire just anybody.<br>Also, train new workers longer and more extensively. It will prove more positive in the long run"
"""5+ year server""",3.0," Apr 10, 2017",Current,Server,,No,Yes,Neutral,Part-time,,"flexible schedule, easy transfer between locations","no room for growth, management can care less about individual employees",
"""Server""",4.0," Mar 23, 2017",Current,Anonymous Employee,,No,No,Neutral,Full-time,More than 5 years,I work there because i can make great money. I like our food a lot. I love my co workers as well.,The downside to working at Bj's is that there isn't a lot of room for advancement like they originally say.,Management needs to be chosen based off of how well one can show he has what it takes to manage a restaurant not based off of what their resume says they can do. It takes a special type of person to be able to manage a restaurant.
"""Prep-cook""",3.0," Apr 6, 2017",Past,Student,"San Antonio, TX",No,Neutral,Neutral,Part-time,,My co-workers were awesome and employees had one free meal per 8 hour shift,"Grueling work, and my schedule was not respected",Listen to and take care of your employees
"""Must like transitions to consider longevity.""",2.0," Mar 30, 2017",Current,Broil Cook,"Cleveland, OH",No,No,Neutral,Full-time,Less than a year,They feed you if you work a 5 hour shift.,"Have problems with communication and follow up. Huge turnover with limited work due to lack of training schedules. Frequent schedule changes, low moral, and little consideration.","Descipline your team members, and follow through on job duties. Keep it professional and lead by example. Tighten your bolts or your ship will sink."
"""BJ's Restaurants International Mall Doral FL""",2.0," Mar 30, 2017",Past,Anonymous Employee,"Huntington Beach, CA",Yes,Neutral,Neutral,Part-time,More than a year,"Flexible Schedule, friendly staff , good food.","Low pay, no benefits, bad tips",
"""Restaurant Management @ Bjs""",3.0," Mar 27, 2017",Current,Anonymous Employee,,No,No,Yes,Full-time,,"The larger, well-known company means plenty of room to grow. They hold their staff to a much higher standard than other concepts.",Slowly moving to a more casual dining experience.,
"""Manager""",1.0," Apr 15, 2017",Past,Senior Manager,"Irvine, CA",Neutral,Yes,Neutral,Full-time,More than a year,The mission statement is awesome. CRAFT does matter. Vision is great but from director level to GM level it's only a cover up to look good.,"Never trust the director, GM's lack talent, they say it's the team experience but it's not about the team, they don't care. If u have integrity don't work here. It's a cheating game, if u are honest, u will be judged for doing the right thing","Have a better tracking systems on comps, managers shouldn't drink in their own stores. If you tell the truth, you shouldn't be punished for it...allow good integrity vs. hearing what u want other managers to tell you!"
"""Ehhhh""",2.0," Mar 23, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Full-time,,"Free food, always busy, food beer","Unprofessional management, worse than high school. Favorites are played by other managers.",Take care of the TMs
"""Great serving job""",5.0," Mar 7, 2017",Current,Server,,No,Neutral,Neutral,Part-time,More than 3 years,"Great place to work as a server! The coworkers become like family after a while which makes it hard to leave. Great culture, good money, and decent food",Corporate doesn't really seem to care too much about their management staff. They're all overworked for the amount of pay received,
"""Busser""",3.0," Mar 21, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"Good tips , challenging work place","Management is all over the place, forced to work overtime if your replacement is there on time",Treat your employees with respect
"""REALLY LARGE MENU""",3.0," Mar 16, 2017",Past,Server,"Gainesville, FL",Yes,Neutral,Neutral,Part-time,Less than a year,"Good money can be made, opportunity for advancement and reward/recognition with green aprons and pins and bonuses a plus!","computer system and checkout process inefficient in comparison with other restaurants, menu way too large its like a college coursebook","Corporate needs to specialize more in focusing the menu on its basics that its good at and stop trying to be a little bit of everything, it is WAY too large- Stop expanding the menu! Their is a lot of unnecessary things on it with southern and asian and healthy option cuisines and too many new menu rollouts (while also keeping off menu items too) that the kitchen can never be consistent in their cooking and its hard for staff to keep up and both of those gives the guest a non-consistently good experience. Stick to focusing on what you are good at as you are a Brewhouse. That means Pizza, Beer, Burgers, Salads, and Pizookies....THE END!"
"""Howtess""",4.0," Mar 3, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,"Great team environment, employees were fun.","Angry customers, but you'll get that anywhere",
"""Review""",4.0," Feb 23, 2017",Current,Server,,Yes,Yes,Neutral,Part-time,More than a year,Paid hourly workers very well and flexible scheduling,Strict corporate rules and no benefits,Actually listen to the concerns of your workers
"""Server Review""",5.0," Feb 20, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Part-time,More than a year,"Great location, Great co-workers, fair pay",Work life balance was low,
"""Great Managers & Co-Workers""",4.0," Feb 20, 2017",Past,Hostess,"Culver City, CA",No,Neutral,Neutral,Part-time,More than a year,Always was aware of new policies<br>Management backed up all of their employees when needed<br>They truly cared about their employees,Dealing with the public is not easy.,Keep it up!
"""Hostess""",3.0," Mar 3, 2017",Past,Anonymous Employee,,Yes,Neutral,Yes,Full-time,More than 8 years,Free meals and good people,"Closing so late, not getting paid enough",
"""An Ok Job For Experience""",3.0," Mar 2, 2017",Past,Host/Hostess,"Sacramento, CA",Yes,Yes,Yes,Part-time,More than a year,"Free meals, fun atmosphere, co-workers, discounts","No tips, very limited advancement, low pay, irregular hours",Be professional
"""Senior manager""",4.0," Feb 15, 2017",Current,Senior Manager,"Mission Viejo, CA",Yes,Yes,Neutral,Part-time,More than a year,Great coworkers and culture. Awesome meal perks.,Not enough resources to get the job done sometimes. Have to manage labor too tight sometimes.,Loosen the leash a little.
