Title,Rating,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Chipotle Experience""",2.0," Oct 22, 2017",Current,Crew Member,,No,No,Neutral,Part-time,Less than a year,-Great people<br>-Helpful<br>-Easy workload<br>-Pays decently<br>-Anybody can do it,-On feet at all times<br>-Management was very unprofessional with damage control<br>-Limited Hours,"Make sure everyone is actually part of the team, communicate with all members, don't ignore calls when someone has a question."
"""Grateful for the Experience""",4.0," Oct 7, 2017",Past,Crew Member,"Fort Hood, TX",Yes,Neutral,Yes,Full-time,Less than a year,"Working for Chipotle was an amazing experience as a college student! I started as part time, but moved into full time because I needed more hours.<br>If you are looking for a temporary or a in between job then Chipotle is for you.<br>My employer worked with my hours and I had a lot of fun working with my coworkers. Plus cross-training is easy and you get a lot of hands on experience with customer service, cash, front and back of house. I actually was able to be part of the team on Fort Hood opening day, it was pretty hectic but a lot of fun. I am grateful to have been a part of the beginning of that stores journey.","Management works hard, but not smart. Meaning if someone messes up the manager will just do the job to get it done.<br>Your training will depend on what store your applying for. if its an insane busy location then your training will lack.",Better training for management.
"""Good job for a student""",4.0," Oct 8, 2017",Current,TOS,,Yes,Neutral,Yes,Part-time,More than a year,"flexible hours, easy tasks, easy to move up",at times fellow employees are childish,
"""Chipotle review""",3.0," Oct 22, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"fast pace restaurant, cleanliness, and organized.","Not enough hours a week, and training.",Managers should train incoming crew members instead of current crew members.
"""People are nice there pretty friendly""",5.0," Oct 7, 2017",Current,Restaurant Team Crew Member,"Bethesda, MD",Yes,Yes,Yes,Part-time,Less than a year,"Close to my school easy access, starting off a lot of different jobs dishwasher making food cashier etc a lot of experience doing diff things insurance options",Obviously there's the mealtime hustle where your rushed a lot of people coming in can get a little crazy,Possibly make it a little easier to move up
"""its not worth the aggervation""",2.0," Oct 21, 2017",Past,Crew Member,"Las Vegas, NV",No,Neutral,Neutral,Full-time,More than a year,"free food, discounts, a lot of hours","not enough pay, horrible management, treat breaks as a privilege and did not give them to you",
"""Working at Chipotle""",4.0," Oct 5, 2017",Past,Anonymous Employee,,Yes,Neutral,Yes,Part-time,,Free food<br>Great starting pay<br>Good part time job,There are none for part timers,Keep up the great work
"""Good side job""",4.0," Oct 5, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,You get free food when you work,They throw away too much food.,More benefits to the employees
"""Chipotle""",4.0," Oct 6, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Full-time,,"Overtime opportunities, great benefits, easy to move up and get promotions, fast paced environment","Lots of work for the pay, stressful, always seems to be short staffed","Connect well with your staff, focus on three things: training, staffing, scheduling"
"""fast paced, easy to learn""",3.0," Oct 19, 2017",Past,Cashier,"Medford, MA",No,Neutral,Neutral,Part-time,,"easy to pick up, fast paced work","can be overwhelming and confusing, especially during peak time",
"""Very Demanding but I love my Job""",5.0," Oct 4, 2017",Current,Take Out Specialist,"Princeton, NJ",Yes,Neutral,Yes,Full-time,More than a year,"good pay, rewarding, free food","very busy store, understaffed, management can be bad, management changes a lot",
"""Crew Member - Delray Beach""",5.0," Oct 4, 2017",Past,Crew Member,"Delray Beach, FL",Yes,Yes,Yes,Part-time,More than a year,"Free food, Breaks, Great staff and culture","Tedious work, Lunch rush, rude customers",Keep it up
"""Team member Includes cashier, line, and prep""",5.0," Oct 3, 2017",Past,Team Member,"Chicago, IL",Yes,Neutral,Yes,Full-time,Less than a year,"Great company, tuition reimbursement. Workers are friendly and welcoming. Not hard to learn things and you can always ask questions if you need help. They also offer sick time if you are sick",Some drama with shift managers. Hard to move up quickly. Also if you need a day off you have to find someone to cover you and sometimes no one can cover you so you end up out of luck.,Make it easier to move up in the company
"""Little training, poor management""",2.0," Oct 19, 2017",Past,Crew Member,,Neutral,Neutral,Neutral,Part-time,,I liked my coworkers. They were friendly. I also still think the food is high quality.,"The management was not accommodating in scheduling shifts, nor did they allow swapping shifts. Also, they did not train me well.",
"""service manager""",2.0," Oct 19, 2017",Past,Anonymous Employee,,No,No,Yes,Full-time,,- Opportunities to move up but could quickly change,"-At that time, employees working off the clock<br>- high turn around of managers and employees<br>- Recommend everyone to just go back to school",
"""Being in the line running shifts""",4.0," Oct 4, 2017",Past,Service Manager,"Westmont, IL",No,Neutral,Neutral,Full-time,More than 3 years,The crew members were really helpful,Upper management wasn't fair and doesn't appreciate,Learn how to be fair
"""Great, fun place to work""",4.0," Oct 4, 2017",Past,Anonymous Employee,,Yes,No,Yes,Part-time,,1) decent salary for a part time job<br>2) fun experience meeting new people<br>3) free/discounted food,1) Hard to increase your wage,Lead by example
"""Kitchen Manager""",3.0," Oct 17, 2017",Current,Kitchen Manager,"Mechanicsburg, PA",No,No,Neutral,Full-time,Less than a year,Free Food and Free Uniforms,"Overwork, Underpaid, Underappreciated, taken for granted.",Pay more attention to the people who work hard and less attention to the people who don't.
"""Chipotle Review""",3.0," Oct 17, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,- Flexible work hours<br>- Fun people to work with,- Exasperatingly fast paced<br>- Growth not clearly laid out,- Be more clear about how to move up in company<br>- Be more transparent about pay and benefits
"""IT was okay""",3.0," Oct 18, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,More than a year,Free food each shift and health benefits.,•cilantro in everything and it’s smells awful,
"""Formal""",1.0," Nov 7, 2017",Past,Take Out Specialist,"Cedar Hill, TX",No,Yes,Yes,Part-time,Less than a year,Free food and great people to work with,Always running out of ingredients and poor management,
"""Hm...""",4.0," Oct 3, 2017",Current,Prep Cook,"Crofton, MD",Neutral,Neutral,Yes,Full-time,,Build Strooooooong Work Ethic<br>Free Meal At Work<br>50% off at your restaurant,-expecting minimum wage workers to make miracles<br>-short staff due to turnover rate and level of speed required<br>-managers incredibly overworked and passive aggressive about low pay,"Hire more people. Pay them better. Stop shoving food safety down everyone's throats. You expect a crew of 10 to run a ""fast food/casual dining"" restaurant serving over 200-300?+ people in one dinner rush?.<br><br>Also, put someone on broom and stall duty. The restaurants are dirty with rice all over the place, its very bad for the company when a customer cant eat at the restaurant because their seat is covered in rice, or the floor is covered in rice.<br><br>I think your company will succeed no matter what, people love our food. So please, send help to your restaurants in need. Even if you have to hire nationwide specialists who go store to store until the staff problem is fixed."
"""Good starting job.""",3.0," Oct 17, 2017",Past,Anonymous Employee,,No,No,Neutral,Part-time,,- It's an okay starting job.,- I'd recommend this to someone who is barely starting out in the world of employment.,
"""Decent, not amazing""",4.0," Oct 2, 2017",Past,Crew Person,"Tallahassee, FL",Neutral,Yes,Neutral,,More than a year,*free shift meal<br>*kind coworkers and manager,"Corporate constantly throwing in new policies and getting rid of old ones, feel like you're being watched by Big Brother",
"""Totally depends on which chipotle""",3.0," Oct 16, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,,More than a year,"The first chipotle I worked at was the best place I've ever worked. Work was fast-paced but that made the time go by faster. Everyone was friendly, the boss was on top of everything. It was hard-work for that much pay; but it was worth it because it was a great place to work. It's cool that they promote from within.",The second chipotle was the WORST place I've ever worked. Management didn't care and wasn't on top of things so we always ran out of stuff which led to angry customers. People weren't trained well so everything was a train wreck everyday.,
"""Crew Member""",3.0," Oct 16, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,,"Flexible with school schedule, Lot of hours,","Hours depend on business,",
"""Oops.""",1.0," Nov 5, 2017",Past,Kitchen Manager,"Cincinnati, OH",No,Neutral,Neutral,Full-time,More than 3 years,"Free food daily, tips for hourly employees.","Arrogant and know it all Management.<br>Corporate is stubborn and does not listen.<br>Promotion is not based on success, but who you know.","I suggested and offered a Queso recipe back in 2009. I was laughed at. This summer, guess what Chipotle came out with post salmonella outbreak to try to save their sales? Queso. Just think of the millions in dollars in lost sales and market share over the year. Lesson to those who read, listen to your employees."
"""Don't Do It""",2.0," Oct 15, 2017",Current,Anonymous Employee,,No,Neutral,Neutral,Full-time,,"Free meals and uniforms, good music","No breaks, hard work, bad leadership, nothing is as it seems, minimum wage to start while competitors paying $1-2 hour more for far less demanding work","worry about your people - keep your word, look at what management is actually doing"
"""One person is required to do a ridiculous amount of work! Managers had bad communication and were very condescending.""",2.0," Oct 15, 2017",Past,Cashier and Crew Member,,Yes,No,Neutral,Part-time,Less than a year,Good pay and free employee meals on break. The food was very good and they have a variety of things to choose from.,"Back of restaurant was disgusting, it smelled so bad that it made me not want to eat the food. Managers were all over the place and not helpful at all. Negative atmosphere.","Spend less time talking down to employees, being condescending, and talking about others behind their backs. Don't guilt trip employees when they can't work."
